new_variables_card_id,image_uri
339,https://img.scryfall.com/cards/large/en/leb/12.jpg?1525123147
340,https://img.scryfall.com/cards/large/en/leb/13.jpg?1525123154
341,https://img.scryfall.com/cards/large/en/leb/14.jpg?1525123163
342,https://img.scryfall.com/cards/large/en/leb/237.jpg?1525123169
343,https://img.scryfall.com/cards/large/en/leb/52.jpg?1525123175
344,https://img.scryfall.com/cards/large/en/leb/190.jpg?1525123182
345,https://img.scryfall.com/cards/large/en/leb/15.jpg?1525123188
346,https://img.scryfall.com/cards/large/en/leb/238.jpg?1525123197
347,https://img.scryfall.com/cards/large/en/leb/97.jpg?1525123203
348,https://img.scryfall.com/cards/large/en/leb/53.jpg?1525123209
349,https://img.scryfall.com/cards/large/en/leb/16.jpg?1525123217
350,https://img.scryfall.com/cards/large/en/leb/239.jpg?1525123225
351,https://img.scryfall.com/cards/large/en/leb/54.jpg?1525123232
352,https://img.scryfall.com/cards/large/en/leb/55.jpg?1525123239
353,https://img.scryfall.com/cards/large/en/leb/191.jpg?1525124282
354,https://img.scryfall.com/cards/large/en/leb/56.jpg?1525123245
355,https://img.scryfall.com/cards/large/en/leb/17.jpg?1525123255
356,https://img.scryfall.com/cards/large/en/leb/240.jpg?1525123269
357,https://img.scryfall.com/cards/large/en/leb/98.jpg?1525123280
358,https://img.scryfall.com/cards/large/en/leb/241.jpg?1525123291
359,https://img.scryfall.com/cards/large/en/leb/100.jpg?1525123299
360,https://img.scryfall.com/cards/large/en/leb/99.jpg?1525123304
361,https://img.scryfall.com/cards/large/en/leb/101.jpg?1525123309
362,https://img.scryfall.com/cards/large/en/leb/102.jpg?1525123316
363,https://img.scryfall.com/cards/large/en/leb/18.jpg?1525123327
364,https://img.scryfall.com/cards/large/en/leb/103.jpg?1525123333
365,https://img.scryfall.com/cards/large/en/leb/104.jpg?1525123343
366,https://img.scryfall.com/cards/large/en/leb/105.jpg?1525122941
367,https://img.scryfall.com/cards/large/en/leb/242.jpg?1525123351
368,https://img.scryfall.com/cards/large/en/leb/19.jpg?1525123363
369,https://img.scryfall.com/cards/large/en/leb/141.jpg?1525123370
370,https://img.scryfall.com/cards/large/en/leb/243.jpg?1525123378
371,https://img.scryfall.com/cards/large/en/leb/142.jpg?1525123384
372,https://img.scryfall.com/cards/large/en/leb/106.jpg?1525124236
373,https://img.scryfall.com/cards/large/en/leb/57.jpg?1525123390
374,https://img.scryfall.com/cards/large/en/leb/107.jpg?1525123396
375,https://img.scryfall.com/cards/large/en/leb/143.jpg?1525123401
376,https://img.scryfall.com/cards/large/en/leb/144.jpg?1525122947
377,https://img.scryfall.com/cards/large/en/leb/146.jpg?1525123406
378,https://img.scryfall.com/cards/large/en/leb/145.jpg?1525123412
